ID;фамилия;имя;отчество;пол;дата рождения;номер полиса ОМС;СНИЛС ВРАЧА;ISHL;ISHOB
167665731;ИваСТОЛОВ;ИваУР;ИваКСЕЕВИЧ;М;01.08.0112;1234567729000165;161-367-263 60;301;301
167665732;ИваМИДИ;ИваКСИЯ;ИваЛОВНА;Ж;01.05.2015;1234567770000250;029-475-792 98;304;305
167665733;ИваИГАЛЁВА;ИваНА;ИваТОРОВНА;Ж;01.07.2010;1234567796000566;029-475-792 98;302;301
167665734;ИваЕНОВ;ИваЕНИЙ;ИваГОВИЧ;М;01.10.2019;1234567732000245;161-367-263 60;306;314
167665735;ИваАЕВА;ИваЬЯ;ИваТРИЕВНА;Ж;01.09.0108;1234567779000300;029-475-792 98;304;305
167665736;ИваИКОВА;ИваИЯ;ИваСТАНТИНОВНА;Ж;01.09.2017;1234567780000086;161-367-263 60;301;301
167665737;ИваИН;ИваАРД;ИваТРИЕВИЧ;М;01.10.2007;1234567719000932;013-358-824 35;306;314
167665738;ИваОМСКАЯ;Ива;ИваКСАНДРОВНА;Ж;01.04.2015;1234567769000146;029-475-792 98;302;301
167665739;ИваЧКИНА;ИваФАНИЯ;ИваОЛАЕВНА;Ж;01.01.2022;1234567792000078;161-367-263 60;306;314
167665740;ИваИН;ИваЁМ;ИваОНОВИЧ;М;01.02.2018;1234567746000148;110-147-456 99;302;301
167665741;ИваТРУХА;ИваИЛЛ;ИваКСАНДРОВИЧ;М;01.06.2008;1234567726000145;013-358-824 35;301;301
167665742;ИваЕБЕТОВА;ИваОНИКА;ИваАЛЬЕВНА;Ж;01.03.2016;1234567784000742;145-870-841 91;306;314
167665743;ИваОНОГОВА;ИваТОРИЯ;ИваЛОВНА;Ж;01.03.2006;1234567789000637;011-400-846 77;302;301
167665744;ИваЮТИНА;ИваИЯ;ИваТОЛЬЕВНА;Ж;01.09.2016;1234567798000254;034-477-228 56;302;301
167665745;ИваИНА;ИваИЯ;ИваКСАНДРОВНА;Ж;01.04.2021;1234567769000437;034-477-091 57;302;301
167665746;ИваНИЧНЫХ;ИваСЛАВА;ИваИЛЛОВНА;Ж;01.12.2013;1234567789001079;110-147-456 99;302;301
167665747;ИваСИМОВ;ИваАИЛ;ИваКСЕЕВИЧ;М;01.02.2024;1234567731000121;057-659-062 99;304;305
167665748;ИваАНОВА;ИваА;ИваРЕЕВНА;Ж;01.01.2011;1234567797000173;034-477-228 56;302;301
167665749;ИваСТИАНОВА;ИваОНОРА;ИваИМИЕВНА;Ж;01.08.2008;1234567769000079;011-400-846 77;302;301
167665750;ИваПУНИН;ИваГ;ИваКСЕЕВИЧ;М;01.03.2010;1234567730000033;034-477-228 56;302;301
167665751;ИваЬ;ИваОН;ИваКСАНДРОВИЧ;М;01.06.2019;1234567720000417;034-477-091 57;301;301
167665752;ИваРАКОВА;ИваЗАВЕТА;ИваЕНЬЕВНА;Ж;01.07.2009;1234567777000045;114-977-203 70;302;301
167665753;ИваАН;ИваИваА;ИваИСОВНА;Ж;01.01.2020;1234567791000209;034-477-091 57;301;301
167665754;ИваРОВ;ИваИТА;ИваГЕЕВИЧ;М;01.05.2014;1234567746000357;024-406-782 30;301;301
167665755;ИваРИЕНКО;ИваЁМ;ИваКСАНДРОВИЧ;М;01.01.2016;1234567731000389;114-977-203 70;302;301
167665756;ИваАТЮК;ИваИИЛ;ИваЕВИЧ;М;01.02.2020;1234567727000111;145-870-841 91;302;301
167665757;ИваУГИНА;ИваИЯ;ИваТОРОВНА;Ж;01.05.2017;1234567774000144;024-406-782 30;301;301
167665758;ИваИЛОВ;ИваИКС;ИваУРОВИЧ;М;01.03.2001;1234567731000047;121-850-443 27;302;301
167665759;ИваАТЮК;ИваСИМ;ИваЕВИЧ;М;01.10.2021;1234567735000089;145-870-841 91;302;301
167665760;ИваЧЕНКО;ИваИЛИЙ;ИваЕСЛАВОВИЧ;М;01.02.2017;1234567741000547;145-870-841 91;302;301
167665761;ИваИЛЬЕВ;ИваВЕЙ;ИваИТИЧ;М;01.11.2015;1234567723000970;034-477-091 57;301;301
167665762;ИваРОВ;ИваТРИЙ;ИваГОВИЧ;М;01.11.2009;1234567731000048;013-358-824 35;301;301
167665763;ИваИНА;ИваЕЛИНА;ИваРОВНА;Ж;01.08.2011;1234567775000333;034-477-091 57;301;301
167665764;ИваГУЗИН;ИваЛЬ;ИваТАМОВИЧ;М;01.11.2009;1234567723000980;110-147-456 99;302;301
167665765;ИваМА;ИваИЛЛ;ИваРЕВИЧ;М;01.01.2024;1234567720000036;024-406-782 30;302;301
167665766;ИваОКИМОВ;ИваИИЛ;ИваРЕЕВИЧ;М;01.07.2014;1234567748001306;024-406-782 30;301;301
167665767;ИваДИЕНКО;ИваИАННА;ИваКСАНДРОВНА;Ж;01.09.0113;1234567779000275;110-147-456 99;306;314
167665768;ИваЕННОЙ;ИваЁМ;ИваГОВИЧ;М;01.02.2007;1234567735000771;013-358-824 35;301;301
167665769;ИваЕННОЙ;ИваЁМ;ИваГОВИЧ;М;01.02.2007;1234567735000771;029-790-869 09;302;301
167665770;ИваЬМИН;ИваКСАНДР;ИваАЛЬЕВИЧ;М;01.04.2009;1234567731000155;029-790-869 09;306;314
167665771;ИваЛЛИН;ИваАН;ИваАНОВИЧ;М;01.03.0123;1234567729000165;029-790-869 09;306;314
167665772;ИваН;ИваАЛИЙ;ИваНИСЛАВОВИЧ;М;01.12.2023;1234567745000554;034-477-091 57;306;314
167665773;ИваВИНЕНКО;ИваИЛ;ИваАЙЛОВИЧ;М;01.01.2017;1234567731000399;114-977-203 70;302;301
167665774;ИваАЙДА;ИваСТАСИЯ;ИваРЕЕВНА;Ж;01.04.2001;1234567788000045;029-790-869 09;302;301
167665775;ИваШИН;ИваИЛЛ;ИваКСАНДРОВИЧ;М;01.07.2015;1234567725000662;114-977-203 70;302;301
167665776;ИваЕРТ;ИваТЕРИНА;ИваГЕЕВНА;Ж;01.08.2019;1234567776000075;110-147-456 99;302;301
167665777;ИваАЙДА;ИваСИМ;ИваРЕЕВИЧ;М;01.11.2007;1234567744000551;029-790-869 09;302;301
167665778;ИваЕЙНОВА;ИваЕРИЯ;ИваЕНЬЕВНА;Ж;01.11.2011;1234567787000011;029-790-869 09;302;301
167665779;ИваЗУН;ИваНИЯ;ИваДИМИРОВНА;Ж;01.02.2015;1234567781000316;034-477-091 57;306;314
167665780;ИваЛЕНДИР;ИваНА;ИваЕРЬЕВНА;Ж;01.08.2021;1234567768000382;029-790-869 09;302;301
167665781;ИваЫША;ИваНИЯ;ИваЕНЬЕВНА;Ж;01.12.2001;1234567782000622;114-977-203 70;306;314
167665782;ИваЬ;ИваАЛИЙ;ИваГЕЕВИЧ;М;01.10.2009;1234567738000461;034-477-228 56;302;301
167665783;ИваЯР;ИваОН;ИваКСЕЕВИЧ;М;01.03.2007;1234567725000505;029-790-869 09;306;314
167665784;ИваЫЛОВА;ИваТОРИЯ;ИваОЛАЕВНА;Ж;01.08.2009;1234567794000112;034-477-091 57;301;301
167665785;ИваЧЕНКО;ИваЬЯН;ИваГЕЕВИЧ;М;01.06.2022;1234567728000175;161-367-263 60;301;301
167665786;ИваОХНЯ;ИваТЕРИНА;ИваОЛАЕВНА;Ж;01.07.2015;1234567791000075;034-477-228 56;302;301
167665787;ИваСОЛОВ;ИваЯ;ИваЕНЬЕВИЧ;М;01.03.2018;1234567744000224;072-250-835 41;302;301
167665788;ИваАВИШНИКОВА;ИваГАРИТА;ИваОНОВНА;Ж;01.07.2012;1234567789000688;072-250-835 41;302;301
167665789;ИваЧАРИК;ИваИС;ИваАЛЬЕВИЧ;М;01.01.2020;1234567739000298;114-977-203 70;302;301
167665790;ИваЕНКО;ИваНА;ИваЕРЬЕВНА;Ж;01.01.0114;1234567779000148;161-367-263 60;302;301
167665791;ИваОТИНА;ИваСА;ИваЛАНОВНА;Ж;01.10.2020;1234567798000396;161-367-263 60;301;301
167665792;ИваАБЦОВА;ИваНА;ИваТОЛЬЕВНА;Ж;01.02.2014;1234567777000011;011-400-846 77;302;301
167665793;ИваИПОВА;ИваЬЯ;ИваДИМИРОВНА;Ж;01.02.2021;1234567783000478;114-977-203 70;302;301
167665794;ИваАРЕВ;ИваЁМ;ИваДИМИРОВИЧ;М;01.07.2023;1234567745000045;024-406-782 30;304;305
167665795;ИваАРОВА;ИваЬЯ;ИваОЛАЕВНА;Ж;01.11.2007;1234567773000670;024-406-782 30;301;301
167665796;ИваОБИН;ИваДИСЛАВ;ИваАЛЬЕВИЧ;М;01.09.2011;1234567739000867;114-977-203 70;306;314
167665797;ИваЩЕВА;ИваА;ИваСТАНТИНОВНА;Ж;01.05.2016;1234567780000150;108-584-130 59;302;301
167665798;ИваОНИН;ИваКСАНДР;ИваКСАНДРОВИЧ;М;01.08.2016;1234567720000447;011-400-697 82;302;301
167665799;ИваРИЕНКО;ИваКСЕЙ;ИваКСАНДРОВИЧ;М;01.04.2017;1234567727000356;024-406-782 30;301;301
167665800;ИваВЕДЬ;ИваСЛАВ;ИваКСЕЕВИЧ;М;01.08.2010;1234567738000246;114-977-203 70;302;301
167665801;ИваЕВА;ИваСТАСИЯ;ИваЛОВНА;Ж;01.11.0109;1234567779000181;034-477-228 56;302;301
167665802;ИваОКИМОВА;ИваОНИКА;ИваРЕЕВНА;Ж;01.02.2013;1234567795000881;024-406-782 30;301;301
167665803;ИваАТЕНКО;ИваФАНИЯ;ИваОЛАЕВНА;Ж;01.07.2021;1234567771000576;057-659-062 99;301;301
167665804;ИваИСЕНКО;ИваКСАНДРА;ИваКСАНДРОВНА;Ж;01.11.2016;1234567781000539;013-358-824 35;301;301
167665805;ИваЫРСКАЯ;ИваТОРИЯ;ИваТРИЕВНА;Ж;01.12.2022;1234567776000042;011-400-697 82;302;301
167665806;ИваОВЬЕВА;ИваЬЯ;ИваКСЕЕВНА;Ж;01.08.2023;1234567774000024;057-659-062 99;306;314
167665807;ИваАН;ИваИТА;ИваОФЕЕВИЧ;М;01.08.2009;1234567739000300;030-142-240 72;306;314
167665808;ИваОШИЛОВ;ИваР;ИваИСОВИЧ;М;01.10.2001;1234567742000537;011-400-697 82;302;301
167665809;ИваДКА;ИваСТАСИЯ;ИваДИМИРОВНА;Ж;01.07.2007;1234567771000908;057-659-062 99;301;301
167665810;ИваШАЕВА;ИваИЯ;ИваАНОВНА;Ж;01.02.2024;1234567774000020;024-406-782 30;302;301
167665811;ИваИТКО;ИваНИЯ;ИваИСОВНА;Ж;01.08.2011;1234567784000423;011-400-697 82;302;301
167665812;ИваТКИНА;ИваТЕРИНА;ИваГЕЕВНА;Ж;01.07.2011;1234567770000766;057-659-062 99;301;301
167665813;ИваШАЕВА;ИваИЯ;ИваАНОВНА;Ж;01.02.2024;1234567774000020;024-406-782 30;302;301
167665814;ИваУРИН;ИваЁМ;ИваДИМИРОВИЧ;М;01.07.2018;1234567738000762;057-659-062 99;301;301
167665815;ИваОВА;ИваЛИЯ;ИваТОЛЬЕВНА;Ж;01.12.2019;1234567789000587;057-659-062 99;301;301
167665816;ИваЕЕВА;ИваНА;ИваТОРОВНА;Ж;01.05.2017;1234567778000041;057-659-062 99;301;301
167665817;ИваЫДОВ;ИваВЕЙ;ИваРЕЕВИЧ;М;01.11.2016;1234567741000942;057-659-062 99;301;301
167665818;ИваАШОВА;ИваСТАСИЯ;ИваАНОВНА;Ж;01.01.2013;1234567792000145;057-659-062 99;301;301
167665819;ИваИЧЕНКО;ИваПАН;ИваАРДОВИЧ;М;01.09.2015;1234567730000154;057-659-062 99;301;301
167665820;ИваАН;ИваПАН;ИваОРОВИЧ;М;01.02.2024;1234567721000198;159-063-144 68;306;314
167665821;ИваЯР;ИваОН;ИваКСЕЕВИЧ;М;01.03.2007;1234567725000505;029-475-792 98;302;301
167665822;ИваБАКОВ;ИваН;ИваАЛЬЕВИЧ;М;01.04.2008;1234567726000200;029-790-869 09;306;314
167665823;ИваАРЕВ;ИваН;ИваНОВИЧ;М;01.04.2001;1234567741000186;029-790-869 09;306;314
167665824;ИваОН;ИваАЛИЙ;ИваЕНЬЕВИЧ;М;01.08.2007;1234567745000654;013-358-824 35;301;301
167665825;ИваБЕНКО;ИваЕСЛАВ;ИваИСОВИЧ;М;01.07.2023;1234567724000065;011-400-697 82;302;301
167665826;ИваИНЕНКО;ИваКСЕЙ;ИваЛОВИЧ;М;01.08.2016;1234567728000340;029-790-869 09;302;301
167665827;ИваТАРЕНКО;ИваТРИЙ;ИваОЛАЕВИЧ;М;01.08.2011;1234567748000030;114-977-203 70;302;301
167665828;ИваРОДИНА;ИваЬЯ;ИваИИЛОВНА;Ж;01.07.2011;1234567798000244;057-659-062 99;301;301
167665829;ИваНОВ;ИваСИМ;ИваРЕЕВИЧ;М;01.01.2009;1234567737000282;024-406-782 30;306;314
167665830;ИваВЕНКО;ИваЕРИЯ;ИваТРИЕВНА;Ж;01.06.2013;1234567796000934;024-406-782 30;301;301
167665831;ИваНОСОВА;ИваОНИКА;ИваРЕЕВНА;Ж;01.03.2011;1234567785000146;024-406-782 30;301;301
167665832;ИваЧЕНКО;ИваДИСЛАВ;ИваЕМОВИЧ;М;01.04.2021;1234567736000031;024-406-782 30;306;314
167665833;ИваИНА;ИваИЯ;ИваИТОВНА;Ж;01.02.2013;1234567774000647;024-406-782 30;301;301
167665834;ИваНИК;ИваВЕЙ;ИваРЕЕВИЧ;М;01.03.2022;1234567734000109;024-406-782 30;306;314
167665835;ИваГАШ;ИваИНА;ИваГЕЕВНА;Ж;01.01.2017;1234567778000096;034-477-228 56;302;301
167665836;ИваНИЧЕНКО;ИваАР;ИваКСАНДРОВИЧ;М;01.09.2018;1234567728001012;029-475-792 98;302;301
167665837;ИваГАШ;ИваИНА;ИваГЕЕВНА;Ж;01.01.2017;1234567778000096;029-475-792 98;306;314
167665838;ИваГАШ;ИваИНА;ИваГЕЕВНА;Ж;01.01.2017;1234567778000096;030-142-240 72;306;314
167665839;ИваЧАНОВА;ИваНИЯ;ИваТОРОВНА;Ж;01.01.2016;1234567795000872;161-367-263 60;301;301
167665840;ИваИМОВ;ИваКСАНДР;ИваКСАНДРОВИЧ;М;01.01.2024;1234567723000484;110-147-456 99;306;314
167665841;ИваСИМОВ;ИваАИЛ;ИваКСЕЕВИЧ;М;01.02.2024;1234567731000121;057-659-062 99;304;305
167665842;ИваТОНОВА;ИваИНА;ИваАЙЛОВНА;Ж;01.12.2016;1234567788000368;029-475-792 98;306;314
167665843;ИваОЛАЕВ;ИваЕЛ;ИваЕНЬЕВИЧ;М;01.06.2019;1234567723000950;030-142-240 72;302;301
167665844;ИваКАНЕНКО;ИваЯ;ИваГЕЕВИЧ;М;01.01.2009;1234567731000160;013-358-824 35;306;314
167665845;ИваШИЦ;ИваР;ИваКСАНДРОВИЧ;М;01.09.2012;1234567745000203;161-367-263 60;306;314
167665846;ИваЫРСКИЙ;ИваГ;ИваГОВИЧ;М;01.10.2013;1234567742000430;030-142-240 72;306;314
167665847;ИваИМОВА;ИваИНА;ИваОРОВНА;Ж;01.05.2021;1234567796000567;110-147-456 99;302;301
167665848;ИваИНГ;ИваИТА;ИваНИСЛАВОВИЧ;М;01.05.2001;1234567733000209;013-358-824 35;306;314
167665849;ИваТОНОВА;ИваИНА;ИваАЙЛОВНА;Ж;01.12.2016;1234567788000368;034-477-228 56;302;301
167665850;ИваЕВА;ИваТОРИЯ;ИваДИМИРОВНА;Ж;01.07.2020;1234567778000825;161-367-263 60;306;314
167665851;ИваЫРСКИЙ;ИваГ;ИваГОВИЧ;М;01.10.2013;1234567742000430;029-475-792 98;302;301
167665852;ИваТРУХА;ИваТРИЙ;ИваТРИЕВИЧ;М;01.04.2006;1234567736000659;030-142-240 72;302;301
167665853;ИваЕСНИКОВА;ИваВТИНА;ИваГЕЕВНА;Ж;01.02.2009;1234567786000074;057-659-062 99;301;301
167665854;ИваАИЛОВА;ИваИНА;ИваИСОВНА;Ж;01.02.2023;1234567773000029;029-790-869 09;306;314
167665855;ИваКИНА;ИваНА;ИваАЙЛОВНА;Ж;01.10.2019;1234567798000360;024-406-782 30;301;301
167665856;ИваЫРСКИЙ;ИваГ;ИваГОВИЧ;М;01.10.2013;1234567742000430;029-790-869 09;306;314
167665857;ИваНТЬЕВ;ИваИЛЛ;ИваРЕВИЧ;М;01.01.2023;1234567738000024;161-367-263 60;306;314
167665858;ИваТОНОВА;ИваИНА;ИваАЙЛОВНА;Ж;01.12.2016;1234567788000368;030-142-240 72;306;314
167665859;ИваОВ;ИваИИЛ;ИваКСЕЕВИЧ;М;01.10.2008;1234567719000942;029-790-869 09;306;314
167665860;ИваЧУН;ИваСИМ;ИваИЛЬЕВИЧ;М;01.02.0108;1234567729001104;169-539-717 29;302;301
167665861;ИваТОНОВА;ИваИНА;ИваАЙЛОВНА;Ж;01.12.2016;1234567788000368;034-477-091 57;306;314
167665862;ИваЯНКО;ИваЁМ;ИваЕНЬЕВИЧ;М;01.02.2023;1234567722000013;029-790-869 09;306;314
167665863;ИваИЛЕНКО;ИваЕСЛАВ;ИваАЙЛОВИЧ;М;01.07.2008;1234567726000724;030-142-240 72;302;301
167665864;ИваАРЕВ;ИваМАН;ИваКСАНДРОВИЧ;М;01.07.0122;1234567729001094;161-367-263 60;306;314
167665865;ИваЫРСКИЙ;ИваГ;ИваГОВИЧ;М;01.10.2013;1234567742000430;034-477-228 56;302;301
167665866;ИваЬЕВА;ИваИНЬЯ;ИваГЕЕВНА;Ж;01.09.2012;1234567789000116;110-147-456 99;302;301
167665867;ИваАБЦОВА;ИваНА;ИваТОЛЬЕВНА;Ж;01.02.2014;1234567777000011;114-977-203 70;306;314
167665868;ИваЯКОВ;ИваДИМИР;ИваАНОВИЧ;М;01.09.2020;1234567738000024;161-367-263 60;306;314
167665869;ИваЯКОВ;ИваОЛАЙ;ИваАНОВИЧ;М;01.09.2020;1234567738000099;161-367-263 60;306;314
167665870;ИваИНА;ИваОНИКА;ИваРЕЕВНА;Ж;01.03.2013;1234567797000625;030-142-240 72;306;314
167665871;ИваИНА;ИваОНИКА;ИваРЕЕВНА;Ж;01.03.2013;1234567797000625;029-790-869 09;306;314
167665872;ИваЕЧНИК;ИваДАН;ИваГОВИЧ;М;01.12.2023;1234567722000882;116-738-181 67;302;301
167665873;ИваИНА;ИваОНИКА;ИваРЕЕВНА;Ж;01.03.2013;1234567797000625;034-477-228 56;302;301
167665874;ИваШИН;ИваИЭЛЬ;ИваНИСЛАВОВИЧ;М;01.12.2023;1234567748000080;145-870-841 91;306;314
167665875;ИваИЙ;ИваОН;ИваНОВИЧ;М;01.06.2021;1234567731000061;034-477-091 57;306;314
167665876;ИваЧЕНКО;ИваВЕЙ;ИваЕМОВИЧ;М;01.12.2023;1234567727000283;145-870-841 91;306;314
167665877;ИваДЫЧЁВА;ИваГАРИТА;ИваИМОВНА;Ж;01.09.2017;1234567775000295;114-977-203 70;302;301
167665878;ИваЕВ;ИваН;ИваКСАНДРОВИЧ;М;01.12.0123;1234567729000083;145-870-841 91;306;314
167665879;ИваЛОВ;ИваК;ИваСИМОВИЧ;М;01.12.2023;1234567745000406;024-406-782 30;302;301
167665880;ИваКОВА;ИваЬЯ;ИваКСАНДРОВНА;Ж;01.10.2006;1234567797000950;114-977-203 70;302;301
167665881;ИваЧУН;ИваСИМ;ИваИЛЬЕВИЧ;М;01.02.0108;1234567729001104;013-358-824 35;301;301
167665882;ИваИБЯН;ИваАИЛ;ИваРЕВИЧ;М;01.01.2024;1234567746000081;024-406-782 30;306;314
167665883;ИваЬЦЕВ;ИваИТА;ИваЕНЬЕВИЧ;М;01.10.2017;1234567721000012;114-977-203 70;306;314
167665884;ИваОНЯН;ИваСТАНТИН;ИваДИМИРОВИЧ;М;01.08.2015;1234567745000743;114-977-203 70;302;301
167665885;ИваЕВЯНКИНА;ИваНА;ИваКСАНДРОВНА;Ж;01.08.2023;1234567771000142;161-367-263 60;302;301
167665886;ИваЧЕНКО;ИваСТАНТИН;ИваЕМОВИЧ;М;01.05.2022;1234567725000367;024-406-782 30;302;301
167665887;ИваОЛАЙКО;ИваКСАНДР;ИваЕРЬЕВИЧ;М;01.01.2010;1234567743000270;024-406-782 30;304;308
167665888;ИваОЛОВ;ИваСИМ;ИваИСОВИЧ;М;01.11.2006;1234567726000700;013-358-824 35;306;314
167665889;ИваДАРЕВ;ИваИЛ;ИваИЛЬЕВИЧ;М;01.09.2006;1234567746000520;013-358-824 35;301;301
167665890;ИваИН;ИваР;ИваКСЕЕВИЧ;М;01.12.2022;1234567733000066;029-475-792 98;302;301
167665891;ИваХНО;ИваГЕЙ;ИваКСЕЕВИЧ;М;01.07.2012;1234567723000204;161-367-263 60;301;301
167665892;ИваЧЕНКО;ИваЬЯ;ИваАНОВНА;Ж;01.08.2017;1234567796000141;161-367-263 60;302;301
167665893;ИваОВ;ИваЁН;ИваГЕЕВИЧ;М;01.08.2015;1234567738000437;169-539-717 29;302;301
167665894;ИваТЮНОВА;ИваНА;ИваЛАНОВНА;Ж;01.12.2011;1234567798000357;110-147-456 99;302;301
167665895;ИваОВАЛОВ;ИваР;ИваГЕЕВИЧ;М;01.11.2022;1234567740000119;030-142-240 72;302;301
167665896;ИваЬЦЕВ;ИваИТА;ИваЕНЬЕВИЧ;М;01.10.2017;1234567721000012;057-659-062 99;301;301
167665897;ИваТЯН;ИваАШЕС;ИваАНОВИЧ;М;01.06.2011;1234567739000633;030-142-240 72;302;301
167665898;ИваИНГ;ИваИТА;ИваНИСЛАВОВИЧ;М;01.05.2001;1234567733000209;034-477-228 56;302;301
167665899;ИваОДЕРОВ;ИваСТАНТИН;ИваИСОВИЧ;М;01.02.2017;1234567721000095;034-477-228 56;302;301
167665900;ИваЬЦЕВ;ИваИТА;ИваЕНЬЕВИЧ;М;01.10.2017;1234567721000012;029-790-869 09;302;301
167665901;ИваАЕВ;ИваЁМ;ИваГЕЕВИЧ;М;01.01.2009;1234567747000422;029-475-792 98;302;301
167665902;ИваДЫЧЁВА;ИваГАРИТА;ИваИМОВНА;Ж;01.09.2017;1234567775000295;057-659-062 99;306;314
167665903;ИваЦОВ;ИваЁМ;ИваГЕЕВИЧ;М;01.06.2016;1234567747000060;034-477-228 56;302;301
167665904;ИваОДОВНИКОВ;ИваСЛАВ;ИваДИМИРОВИЧ;М;01.11.2017;1234567726000307;057-659-062 99;306;314
167665905;ИваИЛЕНКО;ИваЬЯ;ИваГОВНА;Ж;01.07.2022;1234567791000590;161-367-263 60;306;314
167665906;ИваЕРИН;ИваДАН;ИваТРИЕВИЧ;М;01.09.2023;1234567748000028;029-475-792 98;302;301
167665907;ИваГОВ;ИваВЕЙ;ИваЕМОВИЧ;М;01.04.2018;1234567725000095;161-367-263 60;301;301
167665908;ИваБИТ;ИваВЕЙ;ИваГЕЕВИЧ;М;01.07.2008;1234567733001112;013-358-824 35;301;301
